,date,cape,caey,p-cape,p-caey,ern_cape,ern_caey
983,1952-12,12.892708301044246,0.07756322229977117,10.635770235521445,0.09402233950675153,8.116111329907918,0.12321171548189515
984,1953-01,12.969230374610097,0.07710557767234232,10.705006299962909,0.09341423741184206,8.065080207303197,0.12399132733912142
985,1953-02,12.818791896380853,0.07801047150803121,10.585096915129222,0.09447244630993462,7.854451265843008,0.12731634154364713
986,1953-03,12.793982803598258,0.07816174332505386,10.568240842095198,0.0946231274382791,7.598335622113871,0.13160776908690935
987,1953-04,12.123649915063924,0.08248341110192205,10.017494809011998,0.0998253574436968,7.331111108311193,0.13640497125549114
988,1953-05,12.101515590182851,0.0826342777107384,10.00105629495887,0.09998943816605249,7.130856101207649,0.14023561628605077
989,1953-06,11.585709709164947,0.08631322768331955,9.57647551385844,0.10442255071324166,7.052816412537845,0.14178732884954903
990,1953-07,11.710474745219438,0.08539363448166178,9.67949723468726,0.10331115095693393,7.166417780918566,0.1395397296906996
991,1953-08,11.675477183914559,0.08564960423011332,9.652786184323832,0.10359703208012672,6.684013669531067,0.14961070539973287
992,1953-09,11.100351280483004,0.09008723910911111,9.177891234981127,0.10895749082191607,6.622423426067689,0.15100212349209258
993,1953-10,11.34958871471039,0.08810891963898952,9.381773446531858,0.1065896555378523,6.911984483995828,0.14467625069405518
994,1953-11,11.598213023061863,0.08622017874750205,9.584355700054916,0.10433669526625251,6.902980259684892,0.14486496591048462
995,1953-12,11.70563339152504,0.08542895258653897,9.666047430571636,0.10345490307001953,6.847808870719055,0.14603211317359605
996,1954-01,11.952542456651411,0.08366420814874537,9.861320443133929,0.10140629804766793,7.089680197114708,0.14105008578623485
997,1954-02,12.162992982076572,0.082216605852984,10.025630976296377,0.09974434550446774,7.085230661356558,0.14113866545715778
998,1954-03,12.366509864859998,0.08086355899343481,10.182723712777783,0.09820555169783805,7.224310779820712,0.13842150905152745
999,1954-04,12.850531008130211,0.07781779596246449,10.570842809435845,0.09459983636379217,7.533331801757076,0.13274338981946338
1000,1954-05,13.251781512119791,0.07546155202494259,10.888695019216891,0.09183836981705815,7.697132881665512,0.1299185054193347
1001,1954-06,13.295833695542644,0.07521153038603699,10.911088908647375,0.09164988099468872,7.636918072969068,0.13094287387205422
1002,1954-07,13.767833923356187,0.07263306672399414,11.282523931967694,0.0886326504627762,8.058142548197468,0.12409807769207194
1003,1954-08,13.975639637862312,0.07155307563103123,11.436859114483312,0.08743659338547141,7.699425211298064,0.12987982512416762
1004,1954-09,14.287579009778915,0.06999086404460583,11.675426257859463,0.08564997781788371,8.28291284608991,0.12073047472328131
1005,1954-10,14.547500198619845,0.06874033245209182,11.871062230594234,0.08423845992676113,8.116549866532027,0.12320505836148725
1006,1954-11,15.041907644960547,0.06648092938763837,12.258315591504337,0.08157727646472514,8.654994384081595,0.1155402251720944
1007,1954-12,15.707779568287725,0.06366272175214947,12.784583432257639,0.07821920872891587,9.033075417179012,0.11070426779546312
1008,1955-01,15.906216141763949,0.06286850317432585,12.929347494965093,0.07734342358648934,9.133059033559048,0.10949233945883206
1009,1955-02,16.348129360010898,0.06116907800143156,13.271135895396842,0.07535150026960803,9.084426483719282,0.11007849552111594
1010,1955-03,16.128483146007333,0.06200211085861188,13.076412758477995,0.0764735725668844,8.984111689494034,0.11130760998545844
1011,1955-04,16.58782243151506,0.06028518837409958,13.432370463131194,0.07444702353503224,9.270963620701806,0.1078636526808311
1012,1955-05,16.418165932597656,0.06090814309621133,13.279268019914975,0.07530535557383854,9.175123365130606,0.10899036015149702
1013,1955-06,17.260480597128836,0.05793581438087785,13.944862352781529,0.07171099826600538,9.870356377004766,0.10131346445906723
1014,1955-07,18.334507826175308,0.054541960410431495,14.796775691304122,0.06758229095732575,10.226634920563061,0.09778387590518794
1015,1955-08,18.099496140011613,0.05525015681455088,14.591147916510536,0.06853470376161805,10.219900110678521,0.0978483144815794
1016,1955-09,18.71346391717532,0.05343746109357095,15.067539008871123,0.06636783879645128,10.201104278560779,0.0980286028544632
1017,1955-10,17.645482587606296,0.056671728587484066,14.188893972825063,0.07047765681491636,9.81685153339744,0.10186565382984025
1018,1955-11,18.697227083813736,0.05348386664596399,15.013813591720764,0.06660532941153881,10.430738423651533,0.09587048964170321
1019,1955-12,18.798043264102727,0.05319702619844631,15.073649580985746,0.06634093453130444,10.262010000613415,0.09744679647946403
1020,1956-01,18.151188488180697,0.05509281117603724,14.532561351166787,0.06881099455463247,9.875907822068834,0.10125651413689654
1021,1956-02,18.123012322203746,0.05517846493846011,14.486484618398798,0.06902985964793236,10.103418561368546,0.09897640030708045
1022,1956-03,19.216252141954744,0.05203928386309551,15.334970754754805,0.0652104275901496,10.730832164219557,0.0931894176235799
1023,1956-04,19.217340205297624,0.05203633745966214,15.30818772307323,0.06532451901492901,10.543984607433762,0.09484080613082231
1024,1956-05,18.399391165098837,0.054349624453708285,14.628945525610078,0.06835762688769029,9.721781647233273,0.10286180417193289
1025,1956-06,18.01800936197741,0.05550002666278189,14.297493867050045,0.06994232760642034,9.947660354309292,0.10052615030898229
1026,1956-07,18.71450523664586,0.05343448770645816,14.821703952319849,0.06746862595669934,10.315102651804585,0.096945230091826
1027,1956-08,18.53258081790012,0.053959025449608566,14.649795905454274,0.06826033662541943,9.82722199505214,0.10175815713774301
1028,1956-09,17.709359882852535,0.05646731483322959,13.974970460973632,0.07155650187544871,9.150614443230749,0.10928227893371238
1029,1956-10,17.30032620659829,0.057802378293803684,13.631518448866943,0.0733593989364494,9.194450183535306,0.108761261417319
1030,1956-11,17.007319085472794,0.05879821475532695,13.382646115567274,0.07472363771442456,9.01718895956373,0.11089930625656778
1031,1956-12,17.089441051542234,0.058515664554737154,13.430481589974093,0.07445749382110795,9.2193849498791,0.10846710549960425
1032,1957-01,16.617920300759856,0.060176001683813284,13.046122785356262,0.07665112589024986,8.757637921332902,0.11418604068616268
1033,1957-02,15.754849605360766,0.0634725195764318,12.356406151577193,0.08092968034013338,8.3716915693088,0.11945017225265073
1034,1957-03,15.815316526993522,0.06322984420155005,12.395962562175509,0.08067142789309123,8.462925988625903,0.11816244184859835
1035,1957-04,16.041611943076834,0.06233787499339027,12.56870803968313,0.07956267237990604,8.690736753841982,0.11506504319762328
1036,1957-05,16.517775956768418,0.060540838101768434,12.939184401337139,0.07728462389767471,8.936877203439826,0.11189590919019203
1037,1957-06,16.652729400419556,0.06005021615104161,13.042237201418004,0.07667396203247062,8.85609703810667,0.11291655858072985
1038,1957-07,16.793281134075567,0.05954762455389858,13.147473098024134,0.07606024310103246,8.875622244589586,0.11266815694072395
1039,1957-08,15.798298844712976,0.06329795440821515,12.365902929625525,0.08086752788623765,8.350446582229162,0.11975407424653553
1040,1957-09,15.089539946678517,0.0662710727784725,11.811731798694135,0.08466159044608146,7.742653287387976,0.12915469192310366
1041,1957-10,14.088691927769956,0.07097891025844058,11.027105907499026,0.09068562580141233,7.449307331915224,0.13424066902377338
1042,1957-11,13.680020855169413,0.07309930376473947,10.706233691774589,0.09340352814905231,7.434290055330362,0.13451183536792505
1043,1957-12,13.618757619497314,0.07342813698133144,10.65807885662502,0.09382553961668279,7.1311026529221895,0.14023076776075002
1044,1958-01,13.738100393749335,0.07279026731053644,10.752519548550328,0.09300145844745956,7.34870445044511,0.13607840766265
1045,1958-02,13.739910232133617,0.07278067928430082,10.758565610325935,0.0929491938070455,7.148037444162446,0.13989853967772165
1046,1958-03,13.885964384241039,0.07201516382505518,10.876971029413731,0.09193735988592588,7.293598140263136,0.13710653929226793
1047,1958-04,13.87804461620228,0.07205626063721716,10.872282999569777,0.09197700244185796,7.4816141300068475,0.13366099649395907
1048,1958-05,14.292146765707516,0.06996849503388766,11.196939785486943,0.08931011679603411,7.61137509243563,0.13138230449236754
1049,1958-06,14.607700351904512,0.06845704497694072,11.44361022902841,0.08738501049811641,7.764303566472241,0.1287945520726666
1050,1958-07,14.932510566051876,0.06696797538341859,11.701687374938599,0.08545776074497523,8.094730363223437,0.12353715999525718
1051,1958-08,15.521904904374864,0.0644250822409142,12.172548968771265,0.0821520621987642,8.215734070679792,0.12171766897480134
1052,1958-09,15.913006486440349,0.06284167613782544,12.492489679200466,0.08004809494979717,8.578174617517234,0.11657491769378649
1053,1958-10,16.54432312385638,0.06044369373794642,13.001820208192544,0.07691230796822529,8.803216341883648,0.11359484547053939
1054,1958-11,16.978333984176754,0.058898593992317914,13.366042334313915,0.0748164621200364,9.037410412512498,0.11065116602599762
1055,1958-12,17.351600873436375,0.05763156997985722,13.687727264375722,0.07305814768845108,9.482142795254077,0.10546139428532036
1056,1959-01,17.972749707271603,0.055639788918632166,14.207311377708523,0.07038629431104146,9.491191459708554,0.10536085003080392
1057,1959-02,17.750382544429947,0.056336814009329564,14.068226645472699,0.07108216445473677,9.60435999396432,0.10411937918075034
1058,1959-03,18.19005908523875,0.05497508256097425,14.455825534017336,0.06917626375932719,9.582570950400426,0.10435612793017861
1059,1959-04,18.415392457268474,0.05430239959970576,14.677206082891072,0.0681328581442813,9.965384420929599,0.10034735819119732
1060,1959-05,18.673289160031903,0.05355242943168195,14.928071338638485,0.0669878899501029,10.136726564015623,0.09865117636199255
1061,1959-06,18.425030106119394,0.0542739954420957,14.786228342263797,0.06763049892457554,10.093696376767342,0.0990717337507496
1062,1959-07,19.067524164611253,0.052445193794796376,15.351815971907017,0.06513887359188941,10.437501554693945,0.09580836896261642
1063,1959-08,18.93444164478201,0.052813809816017576,15.289890250465612,0.06540269312721507,10.276560770756536,0.0973088197800228
1064,1959-09,18.099328730152703,0.055250667851236,14.65830285973336,0.06822072170080612,9.787810408421008,0.10216789642141447
1065,1959-10,17.999194093890818,0.05555804303146074,14.613603832137024,0.06842939027817924,9.844116853782666,0.10158351580474621
1066,1959-11,18.047629622961036,0.05540893850834313,14.68517333440226,0.06809589354027898,9.990873941131834,0.10009134394970788
1067,1959-12,18.60029296428356,0.05376259405807255,15.16203863751818,0.06595419151126015,10.2441802096761,0.09761640068137946
1068,1960-01,18.315492468380832,0.05459858650955533,14.955500480541374,0.06686503078256067,9.5946137583114,0.1042251439390922
1069,1960-02,17.524791439771082,0.05706202002099618,14.332967925326873,0.06976922052779898,9.613478803790782,0.10402061734464745
1070,1960-03,17.26623764110466,0.05791649696859043,14.144825719683745,0.0706972301969344,9.485194565431122,0.10542746309543392
1071,1960-04,17.41557880192857,0.057419854451766006,14.290536532115059,0.06997637896608741,9.244664843684644,0.10817049800168095
1072,1960-05,17.2466341570727,0.05798232808167432,14.174109343440593,0.07055117014902766,9.53485865788299,0.10487832445982251
1073,1960-06,17.818692106184034,0.05612084175655893,14.668421507820234,0.06817366132183111,9.723921100375517,0.1028391725598619
1074,1960-07,17.37380109267821,0.0575579284386666,14.336485949809404,0.06975209988702248,9.52505095632522,0.10498631499036112
1075,1960-08,17.58090180818629,0.05687990359711608,14.537254191470252,0.0687887813495585,9.770030112263848,0.10235382987660889
1076,1960-09,17.053324405440517,0.058639592857388574,14.127869016739995,0.0707820831871465,9.201048145712509,0.10868327001049098
1077,1960-10,16.608241821187615,0.06021106934535786,13.78178101585679,0.07255956242879191,9.1527814621224,0.10925640518550239
1078,1960-11,17.15086286390152,0.05830610435960991,14.256179514545403,0.07014502019841377,9.530257544723234,0.10492895866740616
1079,1960-12,17.567305826709433,0.05692392503804392,14.628542465324756,0.06835951034563988,9.889823529736706,0.10111403878878138
1080,1961-01,18.47622193389812,0.05412361918890523,15.405906895200694,0.06491016769103829,10.65290817350835,0.09387108043292813
1081,1961-02,19.24072703508751,0.051973088032297,16.060766549065352,0.06226352876402368,10.994428005087066,0.09095516379181391
1082,1961-03,19.85337718118227,0.05036926417475386,16.591639897031147,0.06027131773628577,11.429423424577754,0.08749347739183473
1083,1961-04,20.39086844020206,0.049041560095029024,17.05752467041287,0.05862515337495305,11.426834771809466,0.08751329829910963
1084,1961-05,20.605081400986375,0.048531718003896336,17.252233214827932,0.057963510436464596,11.718325610610757,0.0853364237544753
1085,1961-06,20.337641714486843,0.049169909374875226,17.04329295494957,0.058674107324405776,11.43915257896418,0.08741906300287765
1086,1961-07,20.148166636960784,0.0496323073964234,16.895647788571505,0.05918683986040574,11.833029130768514,0.08450921475379258
1087,1961-08,20.93819026681568,0.04775961949227629,17.563884079773004,0.056935014798442235,12.107148702982506,0.08259583032573618
1088,1961-09,20.696484379491572,0.04831738481106065,17.363073484224184,0.05759349005281722,11.90399998645375,0.0840053764396806
1089,1961-10,20.910845084092692,0.047822074907949104,17.54720673863621,0.05698912738049391,12.273719307417874,0.08147489566554039
1090,1961-11,21.838701242476148,0.04579026879377816,18.334396692570593,0.054542291015510586,12.794042182726963,0.07816138056431332
1091,1961-12,22.017368073351633,0.04541868931238579,18.492530735599583,0.05407588687009296,12.751544752236063,0.07842187118738252
1092,1962-01,21.17090993217222,0.04723462539889971,17.786989362076845,0.05622086906579439,12.391317088555933,0.08070167140856684
1093,1962-02,21.421802512303,0.046681412520056545,18.003991497515845,0.05554323885000601,12.590372582964974,0.07942576706212967
1094,1962-03,21.409236498865653,0.04670881187439748,17.999632374202154,0.055556690226253896,12.482766229936406,0.0801104484037986
1095,1962-04,20.62299254224006,0.048489568036830626,17.344030011260685,0.05765672680171481,11.740931882542222,0.08517211495681326
1096,1962-05,19.05390338690508,0.05248268450270702,16.028713567801095,0.062388038551567014,10.728730895451823,0.09320766917771467
1097,1962-06,16.793565190845833,0.059546617328469345,14.128904712239914,0.07077689462607083,10.05828011565262,0.09942057573479263
1098,1962-07,17.10601904228653,0.05845895515069717,14.392765506805597,0.06947935054782568,10.472367466105778,0.09548939179574616
1099,1962-08,17.534434965690366,0.0570306372550185,14.754333210728023,0.06777669893430968,10.604077119868064,0.09430335037137508
1100,1962-09,17.28519770349532,0.05785296860086161,14.547195578884708,0.068741771881551,9.901191949406694,0.10099794096607961
1101,1962-10,16.70324996198531,0.05986858858460993,14.062529302238314,0.07111096293615056,10.085580848582213,0.09915145344757964
1102,1962-11,17.814392250935885,0.056134387629612495,15.003350788895606,0.06665177759758358,11.095902750010321,0.09012335656952922
1103,1962-12,18.542855791796896,0.05392912565508848,15.621474001051105,0.06401444575157979,11.237736400189158,0.08898589221074518
1104,1963-01,19.215350258582195,0.05204172635642526,16.19298953493116,0.06175511926582932,11.758421808758847,0.08504542669621702
1105,1963-02,19.42518050834618,0.051479573102053915,16.376255990991528,0.061064018573603975,11.399914097338517,0.08771995924368108
1106,1963-03,19.244553374584346,0.05196275437187685,16.230805319746857,0.06161123741551947,11.834329445020519,0.08449992918025159
1107,1963-04,20.10444933623192,0.0497402332824812,16.968532679786797,0.058932614791803235,12.363627503207052,0.080882410905748
1108,1963-05,20.459733674286195,0.04887649154772726,17.28229947451678,0.05786267050137207,12.525376125111755,0.07983792183255317
1109,1963-06,20.336153366355692,0.049173507987720466,17.196770387591013,0.058150453687605685,12.139271134654164,0.08237726869328131
1110,1963-07,19.921556733698765,0.050196880362689086,16.864563592140215,0.05929593105309012,11.66176858541552,0.08575028673186186
1111,1963-08,20.422323523256168,0.04896602479444799,17.308831495257778,0.057773975110565784,12.224353568414328,0.08180391661640347
1112,1963-09,20.907733839186246,0.04782919123093836,17.746931120365186,0.056347770395776604,12.067338555118818,0.08286831395608871
1113,1963-10,20.83757008400056,0.047990240511191704,17.710865563331822,0.05646251429237753,12.431844492405583,0.08043858661607971
1114,1963-11,20.665813770868358,0.04838909375103601,17.5851847630527,0.05686605022774893,12.34954249616077,0.08097465961276544
1115,1963-12,20.98221680991051,0.04765940648976951,17.873421544017,0.055948996533052894,12.522771298542452,0.0798545286949696
1116,1964-01,21.56745814467436,0.04636615002528378,18.390267984304895,0.05437658661926222,12.823455954851557,0.07798209808032798
1117,1964-02,21.770596144048532,0.04593351479138856,18.581605793781378,0.05381666208496714,12.98385913176045,0.07701870374993913
1118,1964-03,22.102434062132637,0.0452438856819515,18.882399160831216,0.05295937192527707,13.130923643750194,0.0761561050182453
1119,1964-04,22.355992164601137,0.04473073673658811,19.115446331031087,0.052313714400518525,13.19775697722821,0.0757704511247956
1120,1964-05,22.50628767322274,0.04443202781904223,19.259921432213,0.05192129176225295,13.283124547042311,0.07528349195691801
1121,1964-06,22.23279741234226,0.04497859542609165,19.04285510300242,0.05251313390723293,13.521108055614313,0.07395843564646125
1122,1964-07,22.91310635405566,0.04364314399575064,19.64025732348738,0.050915829845269926,13.222541587701146,0.07562842539517084
1123,1964-08,22.577836912208248,0.044291222577627964,19.366724750392688,0.051634957014593995,12.983904191500054,0.0770184364618658
1124,1964-09,22.81821602191041,0.043824635503484775,19.585373931702435,0.05105850945134731,13.32846489856518,0.07502739494835979
1125,1964-10,23.138829663108282,0.04321739753304654,19.872926439140908,0.05031971527003897,13.45763513689912,0.07430726051251958
1126,1964-11,23.154058836806563,0.043188972052293585,19.896491115194063,0.05026011844049952,13.289007609532,0.07525016384840622
1127,1964-12,22.68570754702455,0.044080617627954906,19.502451507820354,0.05127560499760795,13.31459815717365,0.07510553365526988
1128,1965-01,23.20230244763581,0.04309917096619412,19.95623837015198,0.05010964398459349,13.741824902768805,0.07277053863482955
1129,1965-02,23.306562811417198,0.04290636968185328,20.05602676931151,0.04986032435547693,13.694839869870728,0.07302020392367242
1130,1965-03,23.190899439017564,0.04312036290914825,19.969252908453587,0.05007698608377431,13.516550510783867,0.07398337313963153
1131,1965-04,23.361302187090597,0.04280583299644134,20.129667077324562,0.04967792046230454,13.956105441466852,0.07165322762815808
1132,1965-05,23.651139250230287,0.042281261355740535,20.396784953133388,0.04902733456756764,13.707715611542914,0.07295161559654227
1133,1965-06,22.334922245871724,0.04477293401748175,19.27697366794082,0.051875362659393034,13.105155630874114,0.07630584696332217
1134,1965-07,22.2515543918008,0.04494068065503225,19.217466794547384,0.052035994686028667,13.332044175872428,0.07500725221191083
1135,1965-08,22.618367828379828,0.044211855054601915,19.54953543824416,0.051152110655465016,13.633919677577369,0.07334647875655459
1136,1965-09,23.326412120196647,0.04286985906135871,20.17621793636123,0.04956330285260338,14.058291974639056,0.07113239658160356
1137,1965-10,23.72813492545724,0.04214406244492181,20.545025727347443,0.04867358227100694,14.422809053121313,0.06933462103788894
1138,1965-11,23.877682915176663,0.04188011054307115,20.69311475151582,0.04832525272333627,14.306044414339942,0.06990052393501803
1139,1965-12,23.64856856078336,0.04228585748984018,20.514356908902275,0.048746348932149394,14.414122413450732,0.06937640539717052
1140,1966-01,24.01097627726957,0.041647619340937345,20.851690392344672,0.0479577425706998,14.495419213354586,0.06898731145896789
1141,1966-02,23.654064194899142,0.04227603306393512,20.564494980549846,0.04862750098875817,14.17166620065541,0.0705633329095595
1142,1966-03,22.567082489298176,0.044312329716268056,19.63650993282594,0.050925546516202506,13.839903939457354,0.0722548367658113
1143,1966-04,23.065905345673187,0.04335403206653602,20.086480156267683,0.0497847304366049,14.06990760568695,0.07107367212531002
1144,1966-05,21.802880428891335,0.04586549943533536,19.0034383246345,0.05262205622567164,13.314213884847973,0.07510770133699249
1145,1966-06,21.502660846470196,0.046505872326222206,18.758317472518087,0.05330968523509916,13.089032665745044,0.07639983989168835
1146,1966-07,21.32551552859611,0.046892184090887086,18.615928455847214,0.053717438932566516,12.681621744463802,0.0788542680226646
1147,1966-08,19.86105885877657,0.050349782814228035,17.348158756842235,0.057643004886936085,11.796966137769546,0.08476755704149797
1148,1966-09,19.10753229339257,0.052335381913540056,16.70124511784184,0.05987577530562114,11.660380093968861,0.08576049768028003
1149,1966-10,18.771781630723645,0.0532714485855358,16.420360217582434,0.06090000382142833,12.155410094526347,0.08226789488988988
1150,1966-11,19.65396292062596,0.05088032393459664,17.207001763224522,0.05811587711563087,12.163212786571698,0.08221512009590176
1151,1966-12,19.67737169540875,0.050819795218551796,17.24253818272589,0.05799610181532502,12.116564953867258,0.0825316419139757
1152,1967-01,20.372467791202943,0.04908585500043402,17.868976879719913,0.055962913082893556,13.040026754760852,0.07668695922229643
1153,1967-02,21.01356337006072,0.047588311529531434,18.452610523560498,0.054192874158547316,13.010065371273765,0.07686356459115117
1154,1967-03,21.383470440001485,0.04676509375808928,18.798636332232633,0.053195347913900216,13.507056535193698,0.07403537531618538
1155,1967-04,21.627395006095014,0.04623765366648091,19.033366165734332,0.05253931392337183,13.998602461445767,0.07143570243916482
1156,1967-05,21.891273615864133,0.04568030245966692,19.283594508755822,0.05185755174150465,13.28222065632919,0.0752886152003117
1157,1967-06,21.49816346044683,0.04651560129030741,18.95433904825216,0.0527583682793842,13.423966872674727,0.07449362840991203
1158,1967-07,21.750652513017105,0.045975632197771094,19.19346337149674,0.05210107111179582,15.471314388935944,0.06463574941733027
1159,1967-08,21.97843687674922,0.045499141072124674,19.41563564695284,0.051504880817896045,15.241504662373506,0.06561032011942275
1160,1967-09,22.168583934984916,0.04510888033862504,19.609037881487442,0.05099689265958749,15.627868045876886,0.06398825464000708
1161,1967-10,22.01683032618523,0.045419798635168304,19.505004558993058,0.05126889342555605,15.187579986472112,0.06584327462905351
1162,1967-11,21.211605403423317,0.047144003529247774,18.82168406634745,0.053130208565553755,15.105603853643812,0.06620059745302916
1163,1967-12,21.69764279449523,0.046087955704280634,19.282808193272697,0.05185966639179016,15.387658136629637,0.06498714691480859
1164,1968-01,21.45297081983015,0.04661359064897648,19.09141036836275,0.052379577029947756,14.698862457235723,0.06803247550001638
1165,1968-02,20.365525151347523,0.04910258844633,18.14646009556507,0.055107166617272996,14.149765818267438,0.07067254771870454
1166,1968-03,19.871705483007567,0.05032280701095872,17.725444615045106,0.05641607427726886,14.54076273844818,0.06877218327452897
1167,1968-04,21.20559993116397,0.0471573548141116,18.933679575554105,0.052815935540133085,15.214072734141894,0.06572861964540898
1168,1968-05,21.553004970190862,0.04639724258325286,19.258810453208028,0.051924286935044084,15.294721313548903,0.06538203472293053
1169,1968-06,21.922544083545656,0.04561514376201288,19.60098649633591,0.05101784036160292,15.248718161793994,0.06557928275607601
1170,1968-07,21.671362925801564,0.04614384445610556,19.38614600586887,0.05158322854358286,14.770070478532652,0.06770448397341337
1171,1968-08,21.057542930748472,0.047488921347028965,18.84421916242397,0.05306667213858534,14.963578507020538,0.06682893396996079
1172,1968-09,21.596993067088064,0.04630274209440354,19.332417377313163,0.051726588583459444,15.349618109547999,0.06514820061731472
1173,1968-10,21.92048876376339,0.045619420751835296,19.625291377276127,0.05095465747621394,15.301335759619848,0.0653537714425557
1174,1968-11,22.11005421084098,0.04522829254347468,19.797088673205216,0.05051247769342322,15.878958807054705,0.06297642132277086
1175,1968-12,22.19237780289298,0.04506051622235995,19.871721601314494,0.05032276619323466,15.10096572701943,0.06622093037472088
1176,1969-01,21.116485130188998,0.047356366072986204,18.909009660031764,0.052884842621542145,14.86798984984805,0.06725858775120297
1177,1969-02,20.822914650474477,0.04802401665595905,18.6488373757067,0.053622645736761634,14.062694933486654,0.07111012538704511
1178,1969-03,20.136222581060878,0.04966174742925964,18.036531713453325,0.05544303172511303,14.34888063904442,0.06969184740995908
1179,1969-04,20.366590294445285,0.049100020452256886,18.2467109758544,0.05480439742391301,14.532230854358296,0.0688125594770671
1180,1969-05,20.91330698681724,0.047816445320214195,18.741364140181748,0.05335790887579981,14.337599956149228,0.06974668027134567
1181,1969-06,19.662393771587432,0.050858507444043806,17.627132993169585,0.05673072304994206,13.49146914674758,0.07412091219443454
1182,1969-07,18.63385014602936,0.053665774499806605,16.709779702843807,0.059845193520403614,11.579812907065566,0.08635718107240209
1183,1969-08,18.383356012830294,0.05439703171184141,16.490003506819903,0.06064280093005572,11.965549380296801,0.08357326255714265
1184,1969-09,18.351992682552748,0.05448999557147278,16.468635963712316,0.06072148307871046,11.555657706046313,0.08653769654986977
1185,1969-10,18.403903333768568,0.05433629930913302,16.521575832514046,0.06052691402668898,11.939059041470484,0.08375869459448072
1186,1969-11,18.394410005205625,0.054364342195101646,16.51852929143575,0.060538077110682195,11.357258621252704,0.08804941697186607
1187,1969-12,17.287670162168148,0.05784469454931943,15.528001597580847,0.06439978729495964,11.113155321736393,0.08998344493971792
1188,1970-01,17.054057072701266,0.05863707361462499,15.321174290737646,0.06526914850153137,10.262586802443998,0.09744131954741211
1189,1970-02,16.33937783314642,0.061201840743983424,14.68265793441673,0.06810755957584223,10.649798304686696,0.0938984919141545
1190,1970-03,16.50027151733226,0.06060506331362956,14.83039457730557,0.06742908927927412,10.56000346362368,0.09469693863687888
1191,1970-04,15.843370308946824,0.06311788341116381,14.241627596874864,0.07021669350625603,9.531984393932772,0.10490994935288737
1192,1970-05,13.957440424514685,0.07164637423374645,12.547171834376005,0.07969923526991626,9.04951032413426,0.11050321665837394
1193,1970-06,13.773567032630003,0.0726028339377134,12.380802564582742,0.08077020813340964,8.38091806936802,0.11931867030832423
1194,1970-07,13.702183518690871,0.07298106893955407,12.316046578708544,0.08119488616816027,8.764757669376584,0.1140932856014863
1195,1970-08,14.076908808081479,0.07103832337294856,12.651844518478674,0.07903985846012004,9.102014390828908,0.10986578981984355
1196,1970-09,14.81980999467505,0.06747724838303008,13.319199216867004,0.07507958877389809,9.339703538505718,0.1070697796645473
1197,1970-10,15.042774997388292,0.06647709615902775,13.519748663746118,0.07396587206399406,9.184541113203643,0.10887860239009718
1198,1970-11,14.931750456632871,0.06697138442705405,13.418823457074524,0.07452218170981235,9.521808008517752,0.10502207134458583
1199,1970-12,15.856076358329975,0.06306730476071723,14.247200277387135,0.07018922879796809,9.995589973665291,0.10004411972025991
1200,1971-01,16.440738308034174,0.06082451902487404,14.767648462761917,0.06771558806546613,10.419483453532832,0.09597404751009415
1201,1971-02,17.010356322410715,0.058787716203365196,15.272141280845876,0.06547870279684927,10.470823493325273,0.09550347216123542
1202,1971-03,17.375772282984116,0.05755139879332373,15.591171166605596,0.06413886354745942,10.786938477365343,0.0927047096911083
1203,1971-04,17.89507457246984,0.05588129828407762,16.0467873455232,0.0623177698107269,11.13667747924551,0.08979338782716982
1204,1971-05,17.534800505185054,0.057029448364941435,15.712994833135744,0.06364159160106057,10.669117654394642,0.09372846306443129
1205,1971-06,17.05414969711107,0.05863675514525344,15.271763069678908,0.06548032440245455,10.547429624134471,0.09480982908971632
1206,1971-07,16.859796164634496,0.059312698103528884,15.087464932717086,0.0662801871924491,10.110360735756922,0.09890843918786583
1207,1971-08,16.49048822456582,0.06064101840904284,14.745967147386775,0.06781515176352582,10.38793617010938,0.09626551257384848
1208,1971-09,16.826307917939186,0.05943074409887988,15.035247204715443,0.06651037966880745,10.27166653573572,0.09735518540452441
1209,1971-10,16.39900923845338,0.060979293654834954,14.642849787504858,0.06829271723140445,9.6515255539947,0.10361056336695983
1210,1971-11,15.609669849555118,0.06406285396410868,13.927342015625772,0.07180120936773511,9.72881573604711,0.10278743344832918
1211,1971-12,16.572811378002093,0.060339792518688116,14.775427366802901,0.06767993745120209,10.517090160019052,0.0950833343429461
1212,1972-01,17.232099761793933,0.05803123321147114,15.352979689844613,0.06513393622616855,10.662727928509472,0.09378463060341713
1213,1972-02,17.434440086117863,0.057357735325050556,15.523098129129423,0.06442013003341639,10.823889588764379,0.09238822992411519
1214,1972-03,17.776869796258413,0.05625287305701451,15.81821935174075,0.06321824079964809,10.940481380789084,0.0914036563104022
1215,1972-04,17.886009226899333,0.05590962116334305,15.906728011545152,0.06286648010038248,10.819780040216079,0.09242332064821063
1216,1972-05,17.63414308226835,0.056708170923572096,15.677040780678468,0.06378754855523966,11.047787281671269,0.09051586299629799
1217,1972-06,17.612600729611362,0.056777531913202346,15.65702786057642,0.0638690822360959,10.785121945505164,0.09272032389181864
1218,1972-07,17.370406192323603,0.05756917765353834,15.440320858998692,0.06476549348501363,10.768759926324933,0.09286120285358346
1219,1972-08,17.914012142997038,0.055822224078982824,15.921333784426714,0.06280880820287428,11.096164307566994,0.09012123219174514
