,date,cape,caey,p-cape,p-caey,ern_cape,ern_caey
1220,1972-09,17.58432988063227,0.05686881483618092,15.626879247753818,0.06399230352686947,10.935530770311232,0.09144503554549821
1221,1972-10,17.504047214150273,0.0571296448053225,15.556024351360252,0.06428377697368144,11.033900747119253,0.09062978024893703
1222,1972-11,18.30794826224032,0.054621085097912074,16.26880774130118,0.06146731929601252,11.485580358566697,0.08706569183107361
1223,1972-12,18.613984781373297,0.05372304811383983,16.53808737588049,0.06046648425974711,11.66290216126173,0.08574195223222354
1224,1973-01,18.678258748895416,0.05353818112510822,16.591382641274667,0.06027225226620251,11.29439156223835,0.08853951932598109
1225,1973-02,17.855934578331613,0.056003789418757825,15.857136655055152,0.06306308772846493,10.777090162891307,0.0927894250568019
1226,1973-03,17.377750542269748,0.057544847221025174,15.42908981055247,0.06481263718589975,10.511694865625168,0.09513213737493001
1227,1973-04,16.901584787478914,0.05916604937193956,15.001921897245266,0.06665812599541832,10.111156538591313,0.09890065455749734
1228,1973-05,16.28084922054151,0.061421857450672926,14.446586386638863,0.06922050463941189,9.847590885140223,0.10154767919014344
1229,1973-06,15.77494344753907,0.06339166941077069,13.99380073380188,0.07146021434938046,9.559577025501177,0.10460713871883608
1230,1973-07,15.854176384421296,0.06307486278395544,14.061258115478395,0.07111739161513697,10.018169401000407,0.09981863551839529
1231,1973-08,15.24525449694632,0.06559418212403759,13.517997658601931,0.07397545296685772,9.448183303302423,0.10584045291018751
1232,1973-09,15.440244440720646,0.06476581402835141,13.68738591192531,0.07305996970018484,9.726785863660702,0.10280888404627089
1233,1973-10,15.875982848753003,0.06298822627403797,14.069955991746118,0.07107342770557575,9.613077468634769,0.10402496008825134
1234,1973-11,14.616113596106546,0.06841764012195287,12.950101160706371,0.07721947400953387,8.429787531615116,0.11862695189523997
1235,1973-12,13.459008161352388,0.07429968003671364,11.921294407777252,0.08388350843408555,8.450136077012548,0.11834128952317877
1236,1974-01,13.497593862326179,0.07408727882909197,11.951183387339183,0.08367372230764844,8.228737470199967,0.12152532555832031
1237,1974-02,12.927598856230354,0.07735388536735559,11.442160996338936,0.08739607844357046,8.06603045368748,0.12397672011551089
1238,1974-03,13.28173087140439,0.07529139158759822,11.750696260630603,0.08510134019465625,7.6914497715896815,0.13001450047736818
1239,1974-04,12.523225191037325,0.0798516344428338,11.074848741866802,0.09029468693505946,7.357923496673485,0.13590790940570388
1240,1974-05,11.970326789819167,0.08353990810430555,10.581142862664429,0.094507749586153,6.992292283954427,0.14301461657927994
1241,1974-06,11.863682268726654,0.08429086158486032,10.482402024880066,0.09539798202992901,6.78733473744361,0.14733323737273657
1242,1974-07,10.372586844924319,0.09640796601180891,9.160361388948157,0.10916599875704527,6.174528693278034,0.16195568110140304
1243,1974-08,9.804640125025198,0.1019925246871241,8.654589224072954,0.11554563412651352,5.378244654881186,0.18593427115525885
1244,1974-09,8.663518580853053,0.11542654299952285,7.64327588128436,0.13083395333781436,4.729466984911885,0.21144031731064744
1245,1974-10,8.729902420990006,0.1145488175899446,7.697094849624475,0.1299191473584073,5.390950636574408,0.18549604094231398
1246,1974-11,8.935080447319276,0.11191841034850698,7.872617101605643,0.12702256277598553,4.874648160299978,0.20514301076007535
1247,1974-12,8.277795717291008,0.1208051073199545,7.2884244368054,0.13720386465834192,4.81924595891865,0.2075013411899777
1248,1975-01,8.911177858242715,0.1122186108175379,7.839873148429666,0.12755308422309117,5.315319256545693,0.18813545372058754
1249,1975-02,9.754374863641091,0.10251810228530854,8.574414248228555,0.11662604243859534,5.558300565348931,0.1799111056055716
1250,1975-03,10.157940590603243,0.09844515146358163,8.92125789765892,0.11209181613978628,5.621323152155766,0.1778940603364
1251,1975-04,10.229767634344308,0.09775393105144528,8.975872623242516,0.11140978063910537,5.832318157268921,0.17145841036701373
1252,1975-05,10.817993475380012,0.09243858413076665,9.4824611987424,0.10545785308698377,6.1461769325781965,0.16270276807350553
1253,1975-06,11.014084667959622,0.0907928375481838,9.64542700846783,0.10367607355507315,6.252075802852384,0.15994687709060887
1254,1975-07,10.908095328733955,0.09167503307069692,9.543622780653305,0.10478201234306805,5.76129816986386,0.1735719920261704
1255,1975-08,10.096212587323429,0.09904704277479032,8.82446307352291,0.11332134223558818,5.512934854857403,0.18139158657369367
1256,1975-09,9.92709111607245,0.10073444358548807,8.667155724092007,0.11537810463244706,5.353737226344123,0.18678540946673705
1257,1975-10,10.336799101629063,0.09674174666337489,9.014635200063951,0.11093072296402032,5.636710233129906,0.17740844546566803
1258,1975-11,10.446332649688141,0.0957273747193809,9.099678796875565,0.10989398882335898,5.686151514908175,0.17586587296841472
1259,1975-12,10.26121832007824,0.09745431476136598,8.928336016857541,0.11200295308240031,5.614751707834258,0.17810226560948383
1260,1976-01,11.195520147161298,0.0893214416887595,9.7300501695846,0.10277439299603247,6.244211906224945,0.160148312552155
1261,1976-02,11.594970401605428,0.08624429087473488,10.066024935963341,0.09934408133912473,6.172344912132576,0.16201298116609866
1262,1976-03,11.638887442182524,0.08591886509493385,10.094210838251117,0.09906668446141313,6.319408164335837,0.1582426667173664
1263,1976-04,11.69457687718571,0.08550972048854914,10.131977057167463,0.09869742048937921,6.227109176290881,0.1605881592388654
1264,1976-05,11.536736121227554,0.0866796284054728,9.986294557456546,0.10013724252238505,6.071170139201551,0.16471289340797735
1265,1976-06,11.547353054018576,0.08659993293025639,9.986936909650632,0.10013080177102895,6.289936650992719,0.15898411311379002
1266,1976-07,11.760563422236888,0.0850299398164206,10.162588430295186,0.09840012776852695,6.176062747722857,0.16191545339604987
1267,1976-08,11.60007748374636,0.08620632072511296,10.017001939477785,0.09983026918053416,6.10995461159339,0.16366733692301752
1268,1976-09,11.807705023287358,0.08469046254354956,10.1903038721582,0.09813250051671035,6.197390974731151,0.1613582238198843
1269,1976-10,11.346164685676877,0.08813550902027499,9.786721164493674,0.10217926751893273,6.022658369771364,0.16603963542397684
1270,1976-11,11.248550292001571,0.08890034484808794,9.695955008083194,0.10313579210777415,5.924615251837289,0.16878733174949864
1271,1976-12,11.596603954205456,0.08623214209513075,9.989141317036117,0.10010870486880954,6.182110530821355,0.16175705610801172
1272,1977-01,11.436335438502729,0.0874405971543383,9.842782028099128,0.1015972920202037,5.822025002069873,0.171761543388164
1273,1977-02,11.013106392129806,0.09080090252416163,9.469043650823538,0.10560728589660988,5.616904066001255,0.1780340180728621
1274,1977-03,10.893253432189184,0.09179993894615864,9.355615662089154,0.10688767432507966,5.487377576252777,0.18223641185684192
1275,1977-04,10.632389251562676,0.09405223758648855,9.120692726985153,0.10964079483144151,5.454351150963435,0.183339864325267
1276,1977-05,10.543293131309424,0.09484702621331795,9.032770261467858,0.11070800773776088,5.257193274628609,0.19021556708330156
1277,1977-06,10.523472511759651,0.09502566751445697,9.004253342646848,0.11105862551242307,5.439125804054738,0.18385307419337937
1278,1977-07,10.560231239287969,0.09469489610034579,9.02352355776922,0.11082145390300485,5.312664699562753,0.1882294585770306
1279,1977-08,10.260187812100655,0.09746410283256418,8.754762801995517,0.11422354010231608,5.134016069823846,0.19477928903995642
1280,1977-09,10.058754191229415,0.09941588997889376,8.570260374679561,0.11668256928977955,5.075201924152747,0.19703649528524714
1281,1977-10,9.75765234516774,0.10248366765139237,8.301373702946101,0.12046199048298557,4.802842679823355,0.2082100261582541
1282,1977-11,9.757142441076889,0.10248902340403168,8.289074077020624,0.12064073631242467,4.868346817329264,0.20540853754305696
1283,1977-12,9.668905106981203,0.10342432663631933,8.201687033959791,0.12192613493533878,4.763575664718374,0.20992633903278635
1284,1978-01,9.233128756808977,0.10830564875016492,7.820127178333886,0.12787515819059284,4.4805051999267915,0.22318911715945322
1285,1978-02,9.037818990151223,0.11064616375806258,7.643750972529688,0.13082582145779292,4.3247000370719615,0.23122990991926692
1286,1978-03,8.943924902479749,0.11180773663727263,7.553739056456676,0.1323847689900321,4.379195380176349,0.22835245134911752
1287,1978-04,9.256110311244845,0.1080367418250346,7.804933609266959,0.12812408792467875,4.732035664752328,0.2113255416582621
1288,1978-05,9.628606911744853,0.10385718403149397,8.105573673187413,0.12337189695874577,4.649127656657784,0.2150941152514816
1289,1978-06,9.543735558320781,0.10478077414122629,8.02022009911492,0.12468485747795824,4.513877369833345,0.22153902688697114
1290,1978-07,9.419449737526357,0.10616331397959242,7.902029613023189,0.12654976619575287,4.5260578257875475,0.22094282452655079
1291,1978-08,10.017204457673499,0.09982825090826294,8.389272145409779,0.11919985222402801,4.598030913611026,0.21748440121179138
1292,1978-09,9.935179863592056,0.10065243042700696,8.305736414094186,0.12039871603715693,4.526396916195957,0.22092627282019558
1293,1978-10,9.526053701819329,0.10497526376625564,7.949093005202647,0.12580051577525944,4.043817603951377,0.2472910744101959
1294,1978-11,8.92019595300536,0.11210516061175581,7.429681319390201,0.13459527495347218,4.064430491765311,0.24603692990347298
1295,1978-12,9.002477071395134,0.11108053839730889,7.484088892882903,0.13361679882650296,4.10389216497851,0.24367111995137827
1296,1979-01,9.246470124630303,0.10814937879226452,7.673254277746132,0.1303228022691997,4.179350725906136,0.23927161551706988
1297,1979-02,8.991503409814966,0.11121610640868108,7.448509515133022,0.13425504766669297,3.967205632781351,0.25206659108792256
1298,1979-03,9.05678568691216,0.11041444885298396,7.489841825928222,0.1335141680213079,4.091826404461504,0.24438964441640407
1299,1979-04,9.118169835098138,0.10967113116831269,7.527263249839225,0.13285040881509744,4.062985933672145,0.2461244061202534
1300,1979-05,8.779576669938054,0.11390070815419574,7.234091808958796,0.1382343528957687,3.8891721486669177,0.25712412867678475
1301,1979-06,8.838268852766522,0.11314432912809433,7.269568757685876,0.13755974162053738,3.9332885112934197,0.25424018531281367
1302,1979-07,8.811342957145332,0.11349007805774666,7.235417023545486,0.1382090343577711,3.9346130783832733,0.25415459667279366
1303,1979-08,9.10975709238106,0.10977241103786944,7.468056998028634,0.1339036378892091,4.078338369550097,0.2451978990920058
1304,1979-09,9.09503724472067,0.10995007201102587,7.4434196165453255,0.13434685286010042,3.9891267140102307,0.2506814327275931
1305,1979-10,8.664351790952995,0.11541544296991312,7.078369688084366,0.1412754693617355,3.678862171606929,0.2718231761216538
1306,1979-11,8.501264318239489,0.11762956221164621,6.932279619961772,0.1442526924506133,3.7671693340022947,0.2654513007881134
1307,1979-12,8.726910657097045,0.11458808727310198,7.10375966147235,0.14077052823500738,3.7596339305494486,0.2659833426532183
1308,1980-01,8.832098290105472,0.11322337763386214,7.176373060874877,0.13934615599235434,3.8892875475093547,0.25711649956053934
1309,1980-02,9.034650135578987,0.11068497230035956,7.327945286287443,0.13646390098889916,3.7955564552169747,0.2634659797051641
1310,1980-03,8.063078459772175,0.1240221095440333,6.5275132296434935,0.15319769793168478,3.3368391980639975,0.2996848036849335
1311,1980-04,7.827089584863831,0.12776140980088158,6.324469613981979,0.1581160256963248,3.40652452478093,0.2935543228077329
1312,1980-05,8.087585268016081,0.12364630070173024,6.524657092413313,0.15326475948640608,3.4844240284962624,0.2869914774498785
1313,1980-06,8.495385325496361,0.1177109644454618,6.842349031389837,0.1461486392191363,3.5310891172655694,0.28319874316125654
1314,1980-07,8.86312112786941,0.11282707136378584,7.126146952489964,0.14032828773627629,3.7290007949986697,0.26816835258957267
1315,1980-08,9.05339695707322,0.11045577750997895,7.264977620062123,0.13764667316228413,3.741785286795384,0.26725210650888
1316,1980-09,9.17850100456368,0.10895025228006032,7.349047466544421,0.13607205621577073,3.740045348557747,0.2673764371294654
1317,1980-10,9.339180852698826,0.10707577203743956,7.4601333078745915,0.1340458620148843,3.742580172934966,0.26719534486706553
1318,1980-11,9.633948171466663,0.10379960346493756,7.6770571307861495,0.13025824648221648,3.96346444356134,0.25230452152144395
1319,1980-12,9.369601472640893,0.10672812530180566,7.44666672066455,0.13428827118380274,3.8660365166646593,0.2586628438943791
1320,1981-01,9.24085109505639,0.10821514054424851,7.324069001952234,0.13653612489634512,3.5621158693785127,0.28073202463637753
1321,1981-02,8.813602969665965,0.1134609765656258,6.965358980815033,0.14356761837463655,3.650028900784883,0.27397043343546273
1322,1981-03,9.065486765908704,0.11030847276293633,7.143235997212959,0.13999257484845315,3.7158756035353058,0.26911557508776507
1323,1981-04,9.069952434061234,0.11025416144902891,7.125077149695136,0.14034935748629576,3.592057755285338,0.27839196029869073
1324,1981-05,8.803321686448237,0.11359348614278085,6.894850438203373,0.14503577836281176,3.5398590308902915,0.2824971252452658
1325,1981-06,8.750178996058755,0.11428337642583297,6.832911758234135,0.1463504923497556,3.4592469591932073,0.289080257002879
1326,1981-07,8.431361461198566,0.11860480713607602,6.564436302534827,0.15233600478594858,3.3961772423722048,0.29444870765976494
1327,1981-08,8.386297808203695,0.11924212839445958,6.510165119850375,0.1536059349632876,3.144633841877814,0.3180020473871296
1328,1981-09,7.569576329740625,0.13210778997908137,5.858470665255625,0.17069301139128715,2.928689724679396,0.3414496221887999
1329,1981-10,7.638190842964769,0.13092105454802297,5.8941854002061245,0.16965872840800514,3.0996320996249263,0.32261893278270215
1330,1981-11,7.8005158754170125,0.12819664955127605,6.002583234768578,0.16659494102601205,3.122381168579273,0.32026839325802553
1331,1981-12,7.822978338954225,0.12782855284419462,6.002048952859625,0.16660977073896716,3.0034021014077563,0.3329557502577758
1332,1982-01,7.380871723741883,0.13548535151794097,5.645222608060422,0.17714093303817097,2.8617521684878997,0.3494362688046403
1333,1982-02,7.175188031415212,0.1393691699258177,5.470321151523931,0.18280462376901185,2.72891144584525,0.36644648235929145
1334,1982-03,6.9450531289446475,0.1439873794244044,5.277383940792195,0.18948782412254978,2.680788525238635,0.3730245748910699
