date,price,dividends,earnings,cpi,long_term_interest_rate,corporate_tax_rate
1871-01,4.44,0.2600,0.40,12.464,5.32,0.00
1871-02,4.50,0.2600,0.40,12.845,5.32,0.00
1871-03,4.61,0.2600,0.40,13.035,5.33,0.00
1871-04,4.75,0.2600,0.40,12.559,5.33,0.00
1871-05,4.86,0.2600,0.40,12.274,5.33,0.00
1871-06,4.82,0.2600,0.40,12.083,5.34,0.00
1871-07,4.74,0.2600,0.40,12.083,5.34,0.00
1871-08,4.79,0.2600,0.40,11.893,5.34,0.00
1871-09,4.84,0.2600,0.40,12.179,5.35,0.00
1871-10,4.59,0.2600,0.40,12.369,5.35,0.00
1871-11,4.64,0.2600,0.40,12.369,5.35,0.00
1871-12,4.75,0.2600,0.40,12.654,5.36,0.00
1872-01,4.86,0.2633,0.40,12.654,5.36,0.00
1872-02,4.89,0.2667,0.41,12.654,5.38,0.00
1872-03,5.04,0.2700,0.41,12.845,5.40,0.00
1872-04,5.19,0.2733,0.41,13.130,5.42,0.00
1872-05,5.19,0.2767,0.41,13.130,5.43,0.00
1872-06,5.14,0.2800,0.42,13.035,5.45,0.00
1872-07,5.10,0.2833,0.42,12.845,5.47,0.00
1872-08,5.04,0.2867,0.42,12.940,5.49,0.00
1872-09,4.96,0.2900,0.42,13.035,5.51,0.00
1872-10,4.97,0.2933,0.43,12.749,5.53,0.00
1872-11,4.96,0.2967,0.43,13.130,5.54,0.00
1872-12,5.07,0.3000,0.43,12.940,5.56,0.00
1873-01,5.11,0.3025,0.43,12.940,5.58,0.00
1873-02,5.16,0.3050,0.44,13.225,5.57,0.00
1873-03,5.11,0.3075,0.44,13.225,5.56,0.00
1873-04,5.04,0.3100,0.44,13.225,5.55,0.00
1873-05,5.05,0.3125,0.44,12.940,5.54,0.00
1873-06,4.99,0.3150,0.45,12.559,5.53,0.00
1873-07,4.97,0.3175,0.45,12.559,5.53,0.00
1873-08,4.97,0.3200,0.45,12.559,5.52,0.00
1873-09,4.59,0.3225,0.45,12.559,5.51,0.00
1873-10,4.19,0.3250,0.46,12.274,5.50,0.00
1873-11,4.04,0.3275,0.46,11.893,5.49,0.00
1873-12,4.43,0.3300,0.46,12.179,5.48,0.00
1874-01,4.66,0.3300,0.46,12.369,5.47,0.00
1874-02,4.80,0.3300,0.46,12.369,5.44,0.00
1874-03,4.74,0.3300,0.46,12.369,5.40,0.00
1874-04,4.60,0.3300,0.46,12.179,5.37,0.00
1874-05,4.49,0.3300,0.46,12.083,5.34,0.00
1874-06,4.46,0.3300,0.46,11.798,5.30,0.00
1874-07,4.46,0.3300,0.46,11.893,5.27,0.00
1874-08,4.48,0.3300,0.46,11.798,5.24,0.00
1874-09,4.55,0.3300,0.46,11.798,5.20,0.00
1874-10,4.54,0.3300,0.46,11.608,5.17,0.00
1874-11,4.56,0.3300,0.46,11.513,5.14,0.00
1874-12,4.55,0.3300,0.46,11.513,5.10,0.00
1875-01,4.55,0.3275,0.45,11.513,5.07,0.00
1875-02,4.54,0.3250,0.44,11.513,5.03,0.00
1875-03,4.59,0.3225,0.44,11.513,4.99,0.00
1875-04,4.65,0.3200,0.43,11.608,4.95,0.00
1875-05,4.48,0.3175,0.42,11.322,4.91,0.00
1875-06,4.38,0.3150,0.41,11.132,4.87,0.00
1875-07,4.39,0.3125,0.40,11.132,4.83,0.00
1875-08,4.41,0.3100,0.39,11.227,4.79,0.00
1875-09,4.36,0.3075,0.39,11.132,4.75,0.00
1875-10,4.30,0.3050,0.38,11.132,4.71,0.00
1875-11,4.36,0.3025,0.37,11.037,4.67,0.00
1875-12,4.36,0.3000,0.36,10.942,4.63,0.00
1876-01,4.46,0.3000,0.35,10.847,4.59,0.00
1876-02,4.53,0.3000,0.35,10.847,4.58,0.00
1876-03,4.51,0.3000,0.34,10.847,4.57,0.00
1876-04,4.34,0.3000,0.33,10.751,4.56,0.00
1876-05,4.18,0.3000,0.33,10.371,4.54,0.00
1876-06,4.15,0.3000,0.32,10.085,4.53,0.00
1876-07,4.10,0.3000,0.31,10.085,4.52,0.00
1876-08,3.93,0.3000,0.31,10.181,4.51,0.00
1876-09,3.69,0.3000,0.30,10.276,4.50,0.00
1876-10,3.67,0.3000,0.29,10.466,4.49,0.00
1876-11,3.61,0.3000,0.29,10.561,4.47,0.00
1876-12,3.58,0.3000,0.28,10.751,4.46,0.00
1877-01,3.56,0.2908,0.28,10.942,4.45,0.00
1877-02,3.35,0.2817,0.28,10.656,4.44,0.00
1877-03,3.17,0.2725,0.29,10.181,4.43,0.00
1877-04,2.95,0.2633,0.29,10.466,4.42,0.00
1877-05,2.95,0.2542,0.29,10.656,4.41,0.00
1877-06,2.74,0.2450,0.29,10.085,4.40,0.00
1877-07,2.85,0.2358,0.29,10.181,4.40,0.00
1877-08,3.05,0.2267,0.29,9.800,4.39,0.00
1877-09,3.23,0.2175,0.30,9.705,4.38,0.00
1877-10,3.31,0.2083,0.30,9.705,4.37,0.00
1877-11,3.26,0.1992,0.30,9.515,4.36,0.00
1877-12,3.25,0.1900,0.30,9.515,4.35,0.00
1878-01,3.25,0.1892,0.30,9.229,4.34,0.00
1878-02,3.18,0.1883,0.30,9.134,4.33,0.00
1878-03,3.23,0.1875,0.30,8.944,4.32,0.00
1878-04,3.33,0.1867,0.30,8.849,4.31,0.00
1878-05,3.35,0.1858,0.30,8.563,4.30,0.00
1878-06,3.42,0.1850,0.31,8.373,4.29,0.00
1878-07,3.48,0.1842,0.31,8.468,4.28,0.00
1878-08,3.44,0.1833,0.31,8.563,4.27,0.00
1878-09,3.52,0.1825,0.31,8.563,4.26,0.00
1878-10,3.48,0.1817,0.31,8.468,4.25,0.00
1878-11,3.47,0.1808,0.31,8.373,4.24,0.00
1878-12,3.44,0.1800,0.31,8.183,4.23,0.00
1879-01,3.58,0.1817,0.32,8.278,4.22,0.00
1879-02,3.71,0.1833,0.32,8.373,4.20,0.00
1879-03,3.66,0.1850,0.33,8.278,4.19,0.00
1879-04,3.77,0.1867,0.33,8.183,4.17,0.00
1879-05,3.94,0.1883,0.34,8.183,4.15,0.00
1879-06,3.98,0.1900,0.35,8.087,4.14,0.00
1879-07,4.04,0.1917,0.35,8.183,4.12,0.00
1879-08,4.08,0.1933,0.36,8.183,4.10,0.00
1879-09,4.23,0.1950,0.36,8.468,4.09,0.00
1879-10,4.69,0.1967,0.37,8.944,4.07,0.00
1879-11,4.94,0.1983,0.37,9.419,4.05,0.00
1879-12,4.92,0.2000,0.38,9.705,4.04,0.00
1880-01,5.11,0.2050,0.39,9.990,4.02,0.00
1880-02,5.21,0.2100,0.40,9.990,3.99,0.00
1880-03,5.30,0.2150,0.41,10.085,3.97,0.00
1880-04,5.19,0.2200,0.42,9.705,3.94,0.00
1880-05,4.78,0.2250,0.43,9.419,3.91,0.00
1880-06,4.79,0.2300,0.44,9.229,3.89,0.00
1880-07,5.01,0.2350,0.44,9.229,3.86,0.00
1880-08,5.20,0.2400,0.45,9.229,3.83,0.00
1880-09,5.19,0.2450,0.46,9.324,3.81,0.00
1880-10,5.33,0.2500,0.47,9.324,3.78,0.00
1880-11,5.62,0.2550,0.48,9.419,3.75,0.00
1880-12,5.84,0.2600,0.49,9.515,3.73,0.00
1881-01,6.19,0.2650,0.49,9.419,3.70,0.00
1881-02,6.17,0.2700,0.48,9.515,3.69,0.00
1881-03,6.24,0.2750,0.48,9.515,3.69,0.00
1881-04,6.23,0.2800,0.47,9.610,3.68,0.00
1881-05,6.50,0.2850,0.47,9.515,3.67,0.00
1881-06,6.58,0.2900,0.47,9.515,3.67,0.00
1881-07,6.35,0.2950,0.46,9.610,3.66,0.00
1881-08,6.21,0.3000,0.46,9.800,3.65,0.00
1881-09,6.25,0.3050,0.45,10.181,3.65,0.00
1881-10,6.16,0.3100,0.45,10.276,3.64,0.00
