date,price,dividends,earnings,cpi,long_term_interest_rate,corporate_tax_rate
1959-05,58.63,1.7833,3.30,29.040,4.31,0.52
1959-06,58.47,1.7900,3.40,29.110,4.34,0.52
1959-07,60.51,1.7967,3.41,29.150,4.40,0.52
1959-08,59.60,1.8033,3.42,29.180,4.43,0.52
1959-09,56.88,1.8100,3.43,29.250,4.68,0.52
1959-10,57.41,1.8167,3.42,29.350,4.53,0.52
1959-11,58.28,1.8233,3.40,29.350,4.53,0.52
1959-12,59.89,1.8300,3.39,29.410,4.69,0.52
1960-01,55.96,1.8667,3.39,29.370,4.72,0.52
1960-02,56.12,1.9033,3.39,29.410,4.49,0.52
1960-03,55.34,1.9400,3.39,29.410,4.25,0.52
1960-04,54.13,1.9433,3.35,29.540,4.28,0.52
1960-05,55.83,1.9467,3.30,29.570,4.35,0.52
1960-06,56.92,1.9500,3.26,29.610,4.15,0.52
1960-07,55.53,1.9500,3.26,29.550,3.90,0.52
1960-08,56.96,1.9500,3.27,29.610,3.80,0.52
1960-09,53.52,1.9500,3.27,29.610,3.80,0.52
1960-10,53.39,1.9500,3.27,29.750,3.89,0.52
1960-11,55.54,1.9500,3.27,29.780,3.93,0.52
1960-12,57.57,1.9500,3.27,29.810,3.84,0.52
1961-01,61.78,1.9467,3.21,29.840,3.84,0.52
1961-02,63.44,1.9433,3.15,29.840,3.78,0.52
1961-03,65.60,1.9400,3.09,29.840,3.74,0.52
1961-04,65.17,1.9400,3.07,29.810,3.78,0.52
1961-05,66.56,1.9400,3.05,29.840,3.71,0.52
1961-06,64.65,1.9400,3.03,29.840,3.88,0.52
1961-07,66.76,1.9467,3.04,29.920,3.92,0.52
1961-08,68.07,1.9533,3.04,29.940,4.04,0.52
1961-09,66.77,1.9600,3.05,29.980,3.98,0.52
1961-10,68.62,1.9800,3.10,29.980,3.92,0.52
1961-11,71.32,2.0000,3.14,29.980,3.94,0.52
1961-12,70.96,2.0200,3.19,30.010,4.06,0.52
1962-01,68.84,2.0267,3.25,30.040,4.08,0.52
1962-02,69.96,2.0333,3.31,30.110,4.04,0.52
1962-03,69.37,2.0400,3.37,30.170,3.93,0.52
1962-04,65.24,2.0467,3.40,30.210,3.84,0.52
1962-05,59.63,2.0533,3.44,30.240,3.87,0.52
1962-06,55.86,2.0600,3.47,30.210,3.91,0.52
1962-07,58.23,2.0667,3.49,30.220,4.01,0.52
1962-08,59.12,2.0733,3.51,30.280,3.98,0.52
1962-09,55.49,2.0800,3.53,30.420,3.98,0.52
1962-10,56.52,2.0967,3.58,30.380,3.93,0.52
1962-11,62.26,2.1133,3.62,30.380,3.92,0.52
1962-12,63.10,2.1300,3.67,30.380,3.86,0.52
1963-01,66.20,2.1367,3.68,30.440,3.83,0.52
1963-02,64.29,2.1433,3.70,30.480,3.92,0.52
1963-03,66.85,2.1500,3.71,30.510,3.93,0.52
1963-04,69.80,2.1667,3.75,30.480,3.97,0.52
1963-05,70.80,2.1833,3.80,30.510,3.93,0.52
1963-06,68.86,2.2000,3.84,30.610,3.99,0.52
1963-07,69.13,2.2033,3.88,30.690,4.02,0.52
1963-08,72.66,2.2067,3.92,30.750,4.00,0.52
1963-09,71.70,2.2100,3.96,30.720,4.08,0.52
1963-10,74.01,2.2333,3.98,30.750,4.11,0.52
1963-11,73.66,2.2567,4.00,30.780,4.12,0.52
1963-12,75.02,2.2800,4.02,30.880,4.13,0.52
1964-01,77.04,2.2967,4.07,30.940,4.17,0.50
1964-02,77.97,2.3133,4.13,30.910,4.15,0.50
1964-03,78.98,2.3300,4.18,30.940,4.22,0.50
1964-04,79.46,2.3467,4.23,30.950,4.23,0.50
1964-05,80.11,2.3633,4.28,30.980,4.20,0.50
1964-06,81.69,2.3800,4.33,31.010,4.17,0.50
1964-07,83.18,2.4000,4.38,31.020,4.19,0.50
1964-08,81.83,2.4200,4.42,31.050,4.19,0.50
1964-09,84.18,2.4400,4.47,31.080,4.20,0.50
1964-10,85.18,2.4600,4.50,31.120,4.19,0.50
1964-11,84.42,2.4800,4.52,31.210,4.15,0.50
1964-12,84.75,2.5000,4.55,31.250,4.18,0.50
1965-01,87.58,2.5167,4.59,31.280,4.19,0.48
1965-02,87.25,2.5333,4.64,31.280,4.21,0.48
1965-03,86.16,2.5500,4.68,31.310,4.21,0.48
1965-04,89.11,2.5700,4.73,31.380,4.20,0.48
1965-05,87.72,2.5900,4.79,31.480,4.21,0.48
1965-06,84.12,2.6100,4.84,31.610,4.21,0.48
1965-07,85.42,2.6267,4.89,31.580,4.20,0.48
1965-08,87.17,2.6433,4.93,31.550,4.25,0.48
1965-09,89.96,2.6600,4.98,31.620,4.29,0.48
1965-10,92.23,2.6800,5.05,31.650,4.35,0.48
1965-11,91.61,2.7000,5.12,31.750,4.45,0.48
1965-12,92.43,2.7200,5.19,31.850,4.62,0.48
1966-01,92.88,2.7400,5.24,31.880,4.61,0.48
1966-02,91.22,2.7600,5.29,32.080,4.83,0.48
1966-03,89.23,2.7800,5.34,32.180,4.87,0.48
1966-04,90.90,2.7967,5.38,32.280,4.75,0.48
1966-05,86.13,2.8133,5.42,32.350,4.78,0.48
1966-06,84.74,2.8300,5.46,32.380,4.81,0.48
1966-07,82.31,2.8500,5.48,32.450,5.02,0.48
1966-08,77.10,2.8700,5.49,32.650,5.22,0.48
1966-09,76.56,2.8900,5.51,32.750,5.18,0.48
1966-10,80.20,2.8833,5.52,32.850,5.01,0.48
1966-11,80.45,2.8767,5.54,32.880,5.16,0.48
1966-12,80.38,2.8700,5.55,32.920,4.84,0.48
1967-01,86.61,2.8800,5.52,32.900,4.58,0.48
1967-02,86.78,2.8900,5.48,33.000,4.63,0.48
1967-03,90.20,2.9000,5.45,33.000,4.54,0.48
1967-04,93.84,2.9000,5.41,33.100,4.59,0.48
1967-05,89.08,2.9000,5.37,33.100,4.85,0.48
1967-06,90.64,2.9000,5.33,33.300,5.02,0.48
1967-07,94.75,2.9067,5.32,33.400,5.16,0.48
1967-08,93.64,2.9133,5.31,33.500,5.28,0.48
1967-09,96.32,2.9200,5.30,33.600,5.30,0.48
1967-10,93.90,2.9200,5.31,33.700,5.48,0.48
1967-11,94.00,2.9200,5.32,33.900,5.75,0.48
1967-12,96.11,2.9200,5.33,34.000,5.70,0.48
1968-01,92.24,2.9300,5.37,34.100,5.53,0.53
1968-02,89.36,2.9400,5.40,34.200,5.56,0.53
1968-03,92.48,2.9500,5.44,34.300,5.74,0.53
1968-04,97.46,2.9633,5.48,34.400,5.64,0.53
1968-05,98.68,2.9767,5.53,34.500,5.87,0.53
1968-06,99.40,2.9900,5.57,34.700,5.72,0.53
1968-07,97.28,3.0033,5.60,34.900,5.50,0.53
1968-08,99.32,3.0167,5.63,35.000,5.42,0.53
1968-09,102.67,3.0300,5.66,35.100,5.46,0.53
1968-10,103.41,3.0433,5.69,35.300,5.58,0.53
1968-11,108.12,3.0567,5.73,35.400,5.70,0.53
1968-12,103.86,3.0700,5.76,35.600,6.03,0.53
1969-01,103.01,3.0800,5.78,35.700,6.04,0.53
1969-02,98.13,3.0900,5.80,35.800,6.19,0.53
1969-03,101.42,3.1000,5.82,36.100,6.30,0.53
1969-04,103.69,3.1100,5.83,36.300,6.17,0.53
1969-05,102.94,3.1200,5.83,36.400,6.32,0.53
1969-06,97.71,3.1300,5.84,36.600,6.57,0.53
1969-07,91.83,3.1367,5.86,36.800,6.72,0.53
1969-08,95.54,3.1433,5.87,36.900,6.69,0.53
1969-09,93.12,3.1500,5.89,37.100,7.16,0.53
1969-10,97.12,3.1533,5.85,37.300,7.10,0.53
1969-11,93.22,3.1567,5.82,37.500,7.14,0.53
1969-12,92.06,3.1600,5.78,37.700,7.65,0.53
1970-01,85.75,3.1633,5.73,37.900,7.79,0.49
1970-02,89.71,3.1667,5.68,38.100,7.24,0.49
1970-03,89.63,3.1700,5.63,38.300,7.07,0.49
1970-04,81.52,3.1733,5.59,38.500,7.39,0.49
1970-05,77.84,3.1767,5.56,38.600,7.91,0.49
1970-06,72.72,3.1800,5.52,38.800,7.84,0.49
1970-07,78.05,3.1833,5.47,38.900,7.46,0.49
1970-08,81.52,3.1867,5.41,39.000,7.53,0.49
1970-09,84.30,3.1900,5.36,39.200,7.39,0.49
1970-10,83.51,3.1733,5.28,39.400,7.33,0.49
1970-11,87.20,3.1567,5.21,39.600,6.84,0.49
1970-12,92.15,3.1400,5.13,39.800,6.39,0.49
1971-01,96.42,3.1300,5.16,39.900,6.24,0.48
1971-02,97.00,3.1200,5.19,39.900,6.11,0.48
1971-03,100.31,3.1100,5.22,40.000,5.70,0.48
1971-04,103.95,3.1067,5.25,40.100,5.83,0.48
1971-05,100.20,3.1033,5.29,40.300,6.39,0.48
1971-06,99.70,3.1000,5.32,40.500,6.52,0.48
1971-07,95.96,3.0967,5.36,40.600,6.73,0.48
1971-08,99.03,3.0933,5.39,40.700,6.58,0.48
1971-09,98.34,3.0900,5.43,40.800,6.14,0.48
1971-10,92.80,3.0833,5.52,40.900,5.93,0.48
1971-11,93.99,3.0767,5.61,41.000,5.81,0.48
1971-12,102.09,3.0700,5.70,41.100,5.93,0.48
1972-01,103.94,3.0700,5.74,41.200,5.95,0.48
1972-02,106.19,3.0700,5.77,41.400,6.08,0.48
1972-03,107.48,3.0700,5.81,41.400,6.07,0.48
1972-04,106.69,3.0700,5.86,41.500,6.19,0.48
1972-05,109.35,3.0700,5.92,41.600,6.13,0.48
1972-06,107.14,3.0700,5.97,41.700,6.11,0.48
1972-07,107.39,3.0733,6.03,41.800,6.11,0.48
1972-08,111.09,3.0767,6.08,41.900,6.21,0.48
1972-09,110.16,3.0800,6.14,42.100,6.55,0.48
1972-10,111.58,3.1033,6.23,42.200,6.48,0.48
1972-11,116.87,3.1267,6.33,42.400,6.28,0.48
1972-12,119.10,3.1500,6.42,42.500,6.36,0.48
1973-01,116.03,3.1567,6.55,42.700,6.46,0.48
1973-02,111.68,3.1633,6.67,43.000,6.64,0.48
1973-03,110.18,3.1700,6.80,43.400,6.71,0.48
1973-04,106.97,3.1867,6.94,43.700,6.67,0.48
1973-05,104.95,3.2033,7.09,43.900,6.85,0.48
1973-06,102.90,3.2200,7.23,44.200,6.90,0.48
1973-07,108.22,3.2367,7.38,44.200,7.13,0.48
1973-08,104.25,3.2533,7.54,45.000,7.40,0.48
1973-09,108.21,3.2700,7.69,45.200,7.09,0.48
1973-10,108.29,3.3067,7.85,45.600,6.79,0.48
1973-11,95.96,3.3433,8.00,45.900,6.73,0.48
1973-12,97.55,3.3800,8.16,46.300,6.74,0.48
1974-01,96.57,3.4000,8.23,46.800,6.99,0.48
1974-02,96.22,3.4200,8.29,47.300,6.96,0.48
1974-03,93.25,3.4400,8.36,47.800,7.21,0.48
1974-04,90.31,3.4600,8.49,48.100,7.51,0.48
1974-05,87.28,3.4800,8.61,48.600,7.58,0.48
1974-06,86.02,3.5000,8.74,49.000,7.54,0.48
1974-07,79.31,3.5300,8.86,49.300,7.81,0.48
1974-08,70.52,3.5600,8.99,49.900,8.04,0.48
1974-09,63.54,3.5900,9.11,50.600,8.04,0.48
1974-10,73.90,3.5933,9.04,51.000,7.90,0.48
1974-11,68.11,3.5967,8.96,51.500,7.68,0.48
1974-12,68.56,3.6000,8.89,51.900,7.43,0.48
1975-01,76.98,3.6233,8.74,52.300,7.50,0.48
1975-02,81.59,3.6467,8.60,52.600,7.39,0.48
1975-03,83.36,3.6700,8.45,52.800,7.73,0.48
1975-04,87.30,3.6833,8.29,53.000,8.23,0.48
1975-05,92.58,3.6967,8.12,53.100,8.06,0.48
1975-06,95.19,3.7100,7.96,53.500,7.86,0.48
1975-07,88.75,3.7100,7.89,54.000,8.06,0.48
1975-08,85.48,3.7100,7.83,54.200,8.40,0.48
1975-09,83.87,3.7100,7.76,54.600,8.43,0.48
1975-10,89.04,3.7000,7.83,54.900,8.14,0.48
1975-11,90.67,3.6900,7.89,55.300,8.05,0.48
1975-12,90.19,3.6800,7.96,55.600,8.00,0.48
1976-01,100.87,3.6833,8.19,55.800,7.74,0.48
1976-02,100.02,3.6867,8.43,55.900,7.79,0.48
1976-03,102.77,3.6900,8.66,56.000,7.73,0.48
1976-04,101.64,3.7133,8.86,56.100,7.56,0.48
1976-05,99.85,3.7367,9.05,56.400,7.90,0.48
1976-06,104.28,3.7600,9.25,56.700,7.86,0.48
1976-07,103.19,3.7900,9.35,57.000,7.83,0.48
1976-08,102.91,3.8200,9.45,57.300,7.77,0.48
1976-09,105.24,3.8500,9.55,57.600,7.59,0.48
1976-10,103.10,3.9167,9.67,57.900,7.41,0.48
1976-11,102.10,3.9833,9.79,58.100,7.29,0.48
1976-12,107.46,4.0500,9.91,58.400,6.87,0.48
1977-01,102.03,4.0967,9.97,58.700,7.21,0.48
1977-02,99.82,4.1433,10.02,59.300,7.39,0.48
1977-03,98.42,4.1900,10.08,59.600,7.46,0.48
1977-04,98.93,4.2467,10.19,60.000,7.37,0.48
1977-05,96.12,4.3033,10.31,60.200,7.46,0.48
1977-06,100.48,4.3600,10.42,60.500,7.28,0.48
1977-07,99.12,4.4067,10.52,60.800,7.33,0.48
1977-08,96.77,4.4533,10.61,61.100,7.40,0.48
1977-09,96.53,4.5000,10.71,61.300,7.34,0.48
1977-10,92.34,4.5567,10.77,61.600,7.52,0.48
1977-11,94.83,4.6133,10.83,62.000,7.58,0.48
1977-12,93.82,4.6700,10.89,62.300,7.69,0.48
1978-01,89.25,4.7133,10.90,62.700,7.96,0.48
1978-02,87.04,4.7567,10.91,63.000,8.03,0.48
1978-03,89.21,4.8000,10.92,63.400,8.04,0.48
1978-04,97.67,4.8367,11.02,63.900,8.15,0.48
1978-05,97.24,4.8733,11.13,64.500,8.35,0.48
1978-06,95.53,4.9100,11.23,65.000,8.46,0.48
1978-07,100.68,4.9467,11.34,65.500,8.64,0.48
1978-08,103.29,4.9833,11.46,65.900,8.41,0.48
1978-09,102.96,5.0200,11.57,66.500,8.42,0.48
1978-10,93.15,5.0367,11.82,67.100,8.64,0.48
1978-11,94.70,5.0533,12.08,67.500,8.81,0.48
1978-12,96.73,5.0700,12.33,67.900,9.01,0.48
1979-01,99.93,5.1133,12.65,68.500,9.10,0.46
1979-02,96.28,5.1567,12.98,69.200,9.10,0.46
1979-03,100.90,5.2000,13.30,69.900,9.12,0.46
1979-04,101.76,5.2467,13.53,70.600,9.18,0.46
1979-05,99.08,5.2933,13.75,71.400,9.25,0.46
1979-06,101.99,5.3400,13.98,72.200,8.91,0.46
1979-07,103.81,5.3967,14.20,73.000,8.95,0.46
1979-08,109.32,5.4533,14.41,73.700,9.03,0.46
1979-09,108.56,5.5100,14.63,74.400,9.33,0.46
1979-10,101.82,5.5567,14.71,75.200,10.30,0.46
1979-11,106.16,5.6033,14.78,76.000,10.65,0.46
1979-12,107.94,5.6500,14.86,76.900,10.39,0.46
1980-01,114.16,5.7000,15.00,78.000,10.80,0.46
1980-02,113.66,5.7500,15.15,79.000,12.41,0.46
1980-03,102.09,5.8000,15.29,80.100,12.75,0.46
1980-04,106.29,5.8467,15.17,80.900,11.47,0.46
1980-05,110.76,5.8933,15.06,81.700,10.18,0.46
1980-06,114.24,5.9400,14.94,82.500,9.78,0.46
1980-07,121.67,5.9833,14.84,82.600,10.25,0.46
1980-08,123.74,6.0267,14.74,83.200,11.10,0.46
1980-09,125.46,6.0700,14.64,83.900,11.51,0.46
1980-10,127.47,6.1000,14.70,84.700,11.75,0.46
1980-11,137.21,6.1300,14.76,85.600,12.68,0.46
1980-12,135.76,6.1600,14.82,86.400,12.84,0.46
1981-01,126.91,6.2000,14.74,87.200,12.57,0.46
1981-02,132.01,6.2400,14.66,88.000,13.19,0.46
1981-03,136.00,6.2800,14.58,88.600,13.12,0.46
1981-04,132.81,6.3167,14.72,89.100,13.68,0.46
1981-05,132.41,6.3533,14.87,89.700,14.10,0.46
1981-06,131.21,6.3900,15.01,90.500,13.47,0.46
1981-07,130.92,6.4333,15.10,91.500,14.28,0.46
1981-08,122.79,6.4767,15.18,92.200,14.94,0.46
1981-09,116.18,6.5200,15.27,93.100,15.32,0.46
1981-10,124.20,6.5567,15.30,93.400,15.15,0.46
1981-11,126.35,6.5933,15.33,93.800,13.39,0.46
1981-12,122.55,6.6300,15.36,94.100,13.72,0.46
1982-01,117.78,6.6600,15.18,94.400,14.59,0.46
1982-02,113.31,6.6900,14.99,94.700,14.43,0.46
1982-03,111.96,6.7200,14.81,94.700,13.86,0.46
1982-04,116.44,6.7500,14.60,95.000,13.87,0.46
1982-05,111.68,6.7800,14.38,95.900,13.62,0.46
1982-06,109.61,6.8100,14.17,97.000,14.30,0.46
1982-07,108.98,6.8233,13.97,97.500,13.95,0.46
1982-08,119.51,6.8367,13.76,97.700,13.06,0.46
1982-09,120.42,6.8500,13.56,97.700,12.34,0.46
1982-10,135.47,6.8567,13.25,98.100,10.91,0.46
1982-11,138.54,6.8633,12.95,98.000,10.55,0.46
1982-12,140.64,6.8700,12.64,97.700,10.54,0.46
1983-01,145.30,6.8833,12.57,97.900,10.46,0.46
1983-02,148.06,6.8967,12.49,98.000,10.72,0.46
1983-03,152.96,6.9100,12.42,98.100,10.51,0.46
1983-04,162.11,6.9200,12.48,98.800,10.40,0.46
1983-05,162.39,6.9300,12.53,99.200,10.38,0.46
1983-06,168.11,6.9400,12.59,99.400,10.85,0.46
1983-07,162.04,6.9600,12.83,99.800,11.38,0.46
1983-08,164.40,6.9800,13.06,100.100,11.85,0.46
1983-09,166.07,7.0000,13.30,100.400,11.65,0.46
1983-10,163.55,7.0300,13.54,100.800,11.54,0.46
1983-11,166.40,7.0600,13.79,101.100,11.69,0.46
1983-12,164.04,7.0900,14.03,101.400,11.83,0.46
1984-01,163.41,7.1200,14.44,102.100,11.67,0.46
1984-02,157.06,7.1500,14.85,102.600,11.84,0.46
1984-03,157.98,7.1800,15.26,102.900,12.32,0.46
1984-04,160.05,7.2233,15.57,103.300,12.63,0.46
1984-05,150.55,7.2667,15.89,103.500,13.41,0.46
1984-06,153.20,7.3100,16.20,103.700,13.56,0.46
1984-07,150.66,7.3333,16.32,104.100,13.36,0.46
1984-08,166.68,7.3567,16.44,104.400,12.72,0.46
1984-09,164.62,7.3800,16.56,104.700,12.52,0.46
1984-10,166.09,7.4300,16.59,105.100,12.16,0.46
1984-11,163.58,7.4800,16.61,105.300,11.57,0.46
1984-12,167.24,7.5300,16.64,105.500,11.50,0.46
1985-01,179.63,7.5733,16.56,105.700,11.38,0.46
1985-02,181.18,7.6167,16.47,106.300,11.51,0.46
1985-03,181.27,7.6600,16.39,106.800,11.86,0.46
1985-04,179.83,7.6867,16.13,107.000,11.43,0.46
1985-05,189.55,7.7133,15.87,107.200,10.85,0.46
1985-06,192.43,7.7400,15.61,107.500,10.16,0.46
1985-07,190.92,7.7733,15.48,107.700,10.31,0.46
1985-08,187.91,7.8067,15.36,107.900,10.33,0.46
1985-09,182.08,7.8400,15.23,108.100,10.37,0.46
1985-10,189.82,7.8600,15.02,108.500,10.24,0.46
1985-11,200.46,7.8800,14.82,109.000,9.78,0.46
1985-12,211.28,7.9000,14.61,109.500,9.26,0.46
1986-01,211.78,7.9400,14.58,109.900,9.19,0.46
1986-02,226.92,7.9800,14.55,109.700,8.70,0.46
1986-03,238.90,8.0200,14.52,109.100,7.78,0.46
1986-04,235.52,8.0467,14.58,108.700,7.30,0.46
1986-05,245.04,8.0733,14.65,109.000,7.71,0.46
1986-06,250.84,8.1000,14.71,109.400,7.80,0.46
1986-07,236.12,8.1433,14.76,109.500,7.30,0.46
1986-08,248.52,8.1867,14.80,109.600,7.17,0.46
1986-09,231.32,8.2300,14.85,110.000,7.45,0.46
1986-10,243.98,8.2467,14.73,110.200,7.43,0.46
1986-11,249.05,8.2633,14.60,110.400,7.25,0.46
1986-12,242.17,8.2800,14.48,110.800,7.11,0.46
1987-01,276.45,8.3000,14.69,111.400,7.08,0.40
1987-02,283.00,8.3200,14.89,111.800,7.25,0.40
1987-03,291.70,8.3400,15.10,112.200,7.25,0.40
1987-04,288.36,8.4000,14.87,112.700,8.02,0.40
1987-05,289.83,8.4600,14.65,113.000,8.61,0.40
1987-06,304.00,8.5200,14.42,113.500,8.40,0.40
1987-07,318.66,8.5667,14.90,113.800,8.45,0.40
1987-08,329.80,8.6133,15.38,114.300,8.76,0.40
1987-09,321.83,8.6600,15.86,114.700,9.42,0.40
1987-10,255.75,8.7100,16.41,115.000,9.52,0.40
1987-11,230.30,8.7600,16.95,115.400,8.86,0.40
1987-12,247.08,8.8100,17.50,115.600,8.99,0.40
1988-01,255.04,8.8567,17.86,116.000,8.67,0.34
1988-02,267.82,8.9033,18.23,116.200,8.21,0.34
1988-03,258.89,8.9500,18.59,116.500,8.37,0.34
1988-04,261.56,9.0433,19.62,117.200,8.72,0.34
1988-05,262.16,9.1367,20.64,117.500,9.09,0.34
1988-06,273.50,9.2300,21.67,118.000,8.92,0.34
1988-07,272.21,9.3067,22.02,118.500,9.06,0.34
1988-08,261.52,9.3833,22.38,119.000,9.26,0.34
1988-09,271.91,9.4600,22.73,119.500,8.98,0.34
1988-10,278.97,9.5500,23.07,119.900,8.80,0.34
1988-11,273.70,9.6400,23.42,120.300,8.96,0.34
1988-12,275.31,9.7500,23.75,120.700,9.11,0.34
1989-01,297.47,9.8133,24.15,121.200,9.09,0.34
1989-02,288.86,9.8967,24.56,121.600,9.17,0.34
1989-03,294.87,10.0100,24.96,122.200,9.36,0.34
1989-04,309.12,10.0867,25.05,123.100,9.18,0.34
1989-05,320.52,10.1933,25.13,123.700,8.86,0.34
1989-06,317.98,10.3700,25.22,124.100,8.28,0.34
1989-07,346.08,10.4233,24.71,124.500,8.02,0.34
1989-08,351.45,10.5467,24.20,124.500,8.11,0.34
1989-09,350.87,10.7300,23.69,124.800,8.19,0.34
1989-10,340.36,10.7967,23.42,125.400,8.01,0.34
1989-11,345.99,10.9233,23.14,125.900,7.87,0.34
1989-12,359.69,11.0600,22.87,126.300,7.84,0.34
1990-01,329.08,11.1400,22.47,127.500,8.21,0.34
1990-02,331.89,11.2300,22.07,128.000,8.47,0.34
1990-03,338.70,11.3200,21.67,128.600,8.59,0.34
1990-04,330.80,11.4367,21.53,128.900,8.79,0.34
1990-05,361.23,11.5533,21.40,129.100,8.76,0.34
1990-06,359.54,11.6600,21.26,129.900,8.48,0.34
1990-07,356.15,11.7267,21.42,130.500,8.47,0.34
1990-08,322.56,11.7833,21.58,131.600,8.75,0.34
1990-09,314.94,11.8300,21.74,132.500,8.89,0.34
1990-10,304.00,11.9267,21.61,133.400,8.72,0.34
1990-11,322.22,12.0133,21.47,133.700,8.39,0.34
1990-12,330.22,12.0900,21.34,134.200,8.08,0.34
1991-01,343.93,12.1067,21.21,134.700,8.09,0.34
1991-02,367.07,12.1133,21.07,134.800,7.85,0.34
1991-03,371.30,12.1100,20.94,134.800,8.11,0.34
1991-04,375.35,12.1300,20.43,135.100,8.04,0.34
1991-05,389.83,12.1400,19.92,135.600,8.07,0.34
1991-06,377.92,12.1500,19.41,136.000,8.28,0.34
1991-07,387.81,12.1933,18.88,136.200,8.27,0.34
1991-08,392.15,12.2367,18.35,136.600,7.90,0.34
1991-09,387.86,12.2800,17.82,137.000,7.65,0.34
1991-10,392.45,12.2533,17.20,137.200,7.53,0.34
1991-11,381.40,12.2267,16.59,137.800,7.42,0.34
1991-12,417.09,12.2000,15.97,138.200,7.09,0.34
1992-01,408.78,12.2400,16.04,138.300,7.03,0.34
1992-02,412.70,12.2800,16.12,138.600,7.34,0.34
1992-03,403.69,12.3200,16.19,139.100,7.54,0.34
1992-04,414.95,12.3200,16.48,139.400,7.48,0.34
1992-05,417.30,12.3200,16.76,139.700,7.39,0.34
1992-06,408.14,12.3200,17.05,140.100,7.26,0.34
1992-07,424.21,12.3433,17.38,140.500,6.84,0.34
1992-08,414.03,12.3667,17.71,140.800,6.59,0.34
1992-09,417.80,12.4000,18.04,141.100,6.42,0.34
1992-10,422.75,12.3867,18.39,141.700,6.59,0.34
1992-11,431.35,12.3833,18.74,142.100,6.87,0.34
1992-12,435.71,12.3900,19.09,142.300,6.77,0.34
1993-01,442.52,12.4133,19.34,142.800,6.60,0.35
1993-02,442.01,12.4467,19.59,143.100,6.26,0.35
1993-03,451.67,12.4800,19.84,143.300,5.98,0.35
1993-04,440.19,12.4933,19.67,143.800,5.97,0.35
1993-05,453.83,12.5067,19.50,144.200,6.04,0.35
1993-06,450.53,12.5200,19.33,144.300,5.96,0.35
1993-07,450.15,12.5200,19.69,144.500,5.81,0.35
1993-08,463.56,12.5200,20.05,144.800,5.68,0.35
1993-09,458.93,12.5200,20.41,145.000,5.36,0.35
1993-10,469.10,12.5400,20.90,145.600,5.33,0.35
1993-11,461.79,12.5600,21.40,146.000,5.72,0.35
1993-12,466.45,12.5800,21.89,146.300,5.77,0.35
1994-01,481.61,12.6233,22.16,146.300,5.75,0.35
1994-02,467.14,12.6667,22.44,146.700,5.97,0.35
1994-03,445.77,12.7100,22.71,147.100,6.48,0.35
1994-04,453.02,12.7533,23.54,147.200,6.97,0.35
1994-05,456.50,12.7967,24.37,147.500,7.18,0.35
1994-06,444.27,12.8400,25.20,147.900,7.10,0.35
1994-07,461.01,12.8700,25.91,148.400,7.30,0.35
1994-08,475.49,12.9000,26.62,149.000,7.24,0.35
1994-09,462.69,12.9200,27.33,149.300,7.46,0.35
1994-10,472.35,13.0133,28.42,149.400,7.74,0.35
1994-11,453.69,13.0967,29.51,149.800,7.96,0.35
1994-12,459.11,13.1700,30.60,150.100,7.81,0.35
1995-01,470.42,13.1800,31.25,150.500,7.78,0.35
1995-02,487.39,13.1800,31.90,150.900,7.47,0.35
1995-03,500.71,13.1700,32.55,151.200,7.20,0.35
1995-04,514.26,13.2433,33.18,151.800,7.06,0.35
1995-05,533.40,13.3067,33.80,152.100,6.63,0.35
1995-06,544.75,13.3600,34.43,152.400,6.17,0.35
1995-07,562.06,13.4400,34.68,152.600,6.28,0.35
1995-08,561.88,13.5100,34.93,152.900,6.49,0.35
1995-09,581.72,13.5800,35.18,153.100,6.20,0.35
1995-10,581.50,13.6500,34.77,153.500,6.04,0.35
1995-11,605.37,13.7200,34.37,153.700,5.93,0.35
1995-12,620.73,13.7900,33.96,153.900,5.71,0.35
1996-01,636.02,13.8933,33.99,154.700,5.65,0.35
1996-02,640.43,13.9967,34.01,155.000,5.81,0.35
1996-03,653.73,14.1000,34.04,155.500,6.27,0.35
1996-04,654.17,14.1567,34.33,156.100,6.51,0.35
1996-05,669.12,14.2133,34.62,156.400,6.74,0.35
1996-06,675.88,14.2700,34.91,156.700,6.91,0.35
1996-07,639.95,14.4000,35.27,157.000,6.87,0.35
1996-08,654.72,14.5300,35.64,157.200,6.64,0.35
1996-09,687.31,14.6600,36.00,157.700,6.83,0.35
1996-10,705.27,14.7400,36.91,158.200,6.53,0.35
1996-11,756.56,14.8200,37.82,158.700,6.20,0.35
1996-12,740.74,14.9000,38.73,159.100,6.30,0.35
1997-01,786.16,14.9533,39.23,159.400,6.58,0.35
1997-02,790.82,15.0067,39.74,159.700,6.42,0.35
1997-03,757.12,15.0600,40.24,159.800,6.69,0.35
1997-04,801.34,15.0933,40.34,159.900,6.89,0.35
1997-05,846.36,15.1267,40.45,159.900,6.71,0.35
1997-06,885.14,15.1600,40.55,160.200,6.49,0.35
1997-07,954.29,15.2167,40.58,160.400,6.22,0.35
1997-08,927.58,15.2733,40.61,160.800,6.30,0.35
1997-09,947.28,15.3300,40.64,161.200,6.21,0.35
1997-10,914.62,15.3867,40.33,161.500,6.03,0.35
1997-11,974.77,15.4433,40.03,161.700,5.88,0.35
1997-12,970.43,15.5000,39.72,161.800,5.81,0.35
1998-01,1001.27,15.5500,39.66,162.000,5.54,0.35
